c_id,annotator_1,annotator_3,p_label,p_value,p_target,c_testcase,t_case_local,t_function,t_direction,t_id,c_order,c_group,t_gold,annotation_common,annotation_selected
593,non-hateful,non-hateful,{IDENTITY_S},பெண்,Women,"எந்த பெண்உம் கற்பழிக்க பட்றத, நாம அனுமதிக்கககூடாது","எந்த {IDENTITY_S}உம் கற்பழிக்க பட்றத, நாம அனுமதிக்கககூடாது",negate_neg_nh,,433,756,1,non-hateful,non-hateful,non-hateful
596,non-hateful,non-hateful,{IDENTITY_S},மூத்தவர்,seniors,"எந்த மூத்தவர்உம் கற்பழிக்க பட்றத, நாம அனுமதிக்கககூடாது","எந்த {IDENTITY_S}உம் கற்பழிக்க பட்றத, நாம அனுமதிக்கககூடாது",negate_neg_nh,,433,1230,1,non-hateful,non-hateful,non-hateful
602,nonsensical,nonsensical,{IDENTITY_P},இந்துவர்கள்,Hindu,இவ்வளவு இந்துவர்கள் இருக்கும் இடத்தில நான் எவ்வளவு அஸ்வாதமாக உள்ளேன் நீங்களுக்கு எளிதாக தெரிந்துவிடுமா?,இவ்வளவு {IDENTITY_P} இருக்கும் இடத்தில நான் எவ்வளவு அஸ்வாதமாக உள்ளேன் நீங்களுக்கு எளிதாக தெரிந்துவிடுமா?,phrase_question_h,,443,748,1,hateful,nonsensical,no_match
603,hateful,nonsensical,{IDENTITY_P},பௌத்தர்கள்,Buddhist,இவ்வளவு பௌத்தர்கள் இருக்கும் இடத்தில நான் எவ்வளவு அஸ்வாதமாக உள்ளேன் நீங்களுக்கு எளிதாக தெரிந்துவிடுமா?,இவ்வளவு {IDENTITY_P} இருக்கும் இடத்தில நான் எவ்வளவு அஸ்வாதமாக உள்ளேன் நீங்களுக்கு எளிதாக தெரிந்துவிடுமா?,phrase_question_h,,443,733,1,hateful,"hateful', 'nonsensical",undecided
606,hateful,nonsensical,{IDENTITY_P},திருநங்கைகள்,Transexual,இவ்வளவு திருநங்கைகள் இருக்கும் இடத்தில நான் எவ்வளவு அஸ்வாதமாக உள்ளேன் நீங்களுக்கு எளிதாக தெரிந்துவிடுமா?,இவ்வளவு {IDENTITY_P} இருக்கும் இடத்தில நான் எவ்வளவு அஸ்வாதமாக உள்ளேன் நீங்களுக்கு எளிதாக தெரிந்துவிடுமா?,phrase_question_h,,443,2234,1,hateful,"hateful', 'nonsensical",undecided
608,hateful,nonsensical,{IDENTITY_P},உடல் ஊனமுற்றவர்கள்,physically disabled,இவ்வளவு உடல் ஊனமுற்றவர்கள் இருக்கும் இடத்தில நான் எவ்வளவு அஸ்வாதமாக உள்ளேன் நீங்களுக்கு எளிதாக தெரிந்துவிடுமா?,இவ்வளவு {IDENTITY_P} இருக்கும் இடத்தில நான் எவ்வளவு அஸ்வாதமாக உள்ளேன் நீங்களுக்கு எளிதாக தெரிந்துவிடுமா?,phrase_question_h,,443,805,1,hateful,"hateful', 'nonsensical",undecided
609,hateful,nonsensical,{IDENTITY_P},மனநலம் பாதிக்கப்பட்ட நபர்கள்,mentally ill,இவ்வளவு மனநலம் பாதிக்கப்பட்ட நபர்கள் இருக்கும் இடத்தில நான் எவ்வளவு அஸ்வாதமாக உள்ளேன் நீங்களுக்கு எளிதாக தெரிந்துவிடுமா?,இவ்வளவு {IDENTITY_P} இருக்கும் இடத்தில நான் எவ்வளவு அஸ்வாதமாக உள்ளேன் நீங்களுக்கு எளிதாக தெரிந்துவிடுமா?,phrase_question_h,,443,1293,1,hateful,"hateful', 'nonsensical",undecided
613,hateful,hateful,{IDENTITY_P},இந்தியர்கள்,Indians,"இந்தியர்கள் போல இருந்துகூடா மறுக்கிராங்கன்னா, அதுக்கு அவங்களுக்கு பாதிக்கப்படணும்னு இருக்கே.","{IDENTITY_P} போல இருந்துகூடா மறுக்கிராங்கன்னா, அதுக்கு அவங்களுக்கு பாதிக்கப்படணும்னு இருக்கே.",ref_subs_clause_h,directed,376,2581,1,hateful,hateful,hateful
615,hateful,hateful,{IDENTITY_P},இஸ்லாமியர்கள்,Muslim,"இஸ்லாமியர்கள் போல இருந்துகூடா மறுக்கிராங்கன்னா, அதுக்கு அவங்களுக்கு பாதிக்கப்படணும்னு இருக்கே.","{IDENTITY_P} போல இருந்துகூடா மறுக்கிராங்கன்னா, அதுக்கு அவங்களுக்கு பாதிக்கப்படணும்னு இருக்கே.",ref_subs_clause_h,directed,376,1476,1,hateful,hateful,hateful
617,hateful,hateful,{IDENTITY_P},பௌத்தர்கள்,Buddhist,"பௌத்தர்கள் போல இருந்துகூடா மறுக்கிராங்கன்னா, அதுக்கு அவங்களுக்கு பாதிக்கப்படணும்னு இருக்கே.","{IDENTITY_P} போல இருந்துகூடா மறுக்கிராங்கன்னா, அதுக்கு அவங்களுக்கு பாதிக்கப்படணும்னு இருக்கே.",ref_subs_clause_h,directed,376,281,1,hateful,hateful,hateful
623,hateful,hateful,{IDENTITY_P},மனநலம் பாதிக்கப்பட்ட நபர்கள்,mentally ill,"மனநலம் பாதிக்கப்பட்ட நபர்கள் போல இருந்துகூடா மறுக்கிராங்கன்னா, அதுக்கு அவங்களுக்கு பாதிக்கப்படணும்னு இருக்கே.","{IDENTITY_P} போல இருந்துகூடா மறுக்கிராங்கன்னா, அதுக்கு அவங்களுக்கு பாதிக்கப்படணும்னு இருக்கே.",ref_subs_clause_h,directed,376,1199,1,hateful,hateful,hateful
629,non-hateful,non-hateful,{IDENTITY_P},இஸ்லாமியர்கள்,Muslim,இந்த நாட்டுல இஸ்லாமியர்கள் திட்டமிட்டு கொல செய்யப்படுறத என்னால பொறுத்துக்கவே முடியல,இந்த நாட்டுல {IDENTITY_P} திட்டமிட்டு கொல செய்யப்படுறத என்னால பொறுத்துக்கவே முடியல,negate_neg_nh,-,431,1593,1,non-hateful,non-hateful,non-hateful
631,non-hateful,non-hateful,{IDENTITY_P},பௌத்தர்கள்,Buddhist,இந்த நாட்டுல பௌத்தர்கள் திட்டமிட்டு கொல செய்யப்படுறத என்னால பொறுத்துக்கவே முடியல,இந்த நாட்டுல {IDENTITY_P} திட்டமிட்டு கொல செய்யப்படுறத என்னால பொறுத்துக்கவே முடியல,negate_neg_nh,-,431,1876,1,non-hateful,non-hateful,non-hateful
639,hateful,hateful,{IDENTITY_P},சீனர்கள்,Chinese,என்ன தப்புண்டு உன்ன மாதிரி சீனர்கள் சாவணும் ன்னு சொல்லறதுல?,என்ன தப்புண்டு உன்ன மாதிரி {IDENTITY_P} சாவணும் ன்னு சொல்லறதுல?,phrase_question_h,directed,456,1934,1,hateful,hateful,hateful
648,hateful,hateful,{IDENTITY_P},திருநங்கைகள்,Transexual,என்ன தப்புண்டு உன்ன மாதிரி திருநங்கைகள் சாவணும் ன்னு சொல்லறதுல?,என்ன தப்புண்டு உன்ன மாதிரி {IDENTITY_P} சாவணும் ன்னு சொல்லறதுல?,phrase_question_h,directed,456,2194,1,hateful,hateful,hateful
649,hateful,hateful,{IDENTITY_P},பெண்கள்,Women,என்ன தப்புண்டு உன்ன மாதிரி பெண்கள் சாவணும் ன்னு சொல்லறதுல?,என்ன தப்புண்டு உன்ன மாதிரி {IDENTITY_P} சாவணும் ன்னு சொல்லறதுல?,phrase_question_h,directed,456,1184,1,hateful,hateful,hateful
658,hateful,nonsensical,{IDENTITY_P},கிறித்துவர்கள்,Christian,கிறித்துவர்கள் பெருசா அரசாங்கத்துக்கு போயிருக்காங்கப்பா. அதுவும் எனக்கு அதே பழைய குப்பைதான்பா.,{IDENTITY_P} பெருசா அரசாங்கத்துக்கு போயிருக்காங்கப்பா. அதுவும் எனக்கு அதே பழைய குப்பைதான்பா.,ref_subs_sent_h,general,390,2815,1,hateful,"hateful', 'nonsensical",undecided
668,hateful,nonsensical,{IDENTITY_P},மூத்தவர்கள்,seniors,மூத்தவர்கள் பெருசா அரசாங்கத்துக்கு போயிருக்காங்கப்பா. அதுவும் எனக்கு அதே பழைய குப்பைதான்பா.,{IDENTITY_P} பெருசா அரசாங்கத்துக்கு போயிருக்காங்கப்பா. அதுவும் எனக்கு அதே பழைய குப்பைதான்பா.,ref_subs_sent_h,general,390,2707,1,hateful,"hateful', 'nonsensical",undecided
670,hateful,nonsensical,{IDENTITY_S},மலாய்,Malay,ஒரு மலாய் ஐயும் இறுதிப்படுத்தக் கூடாது.,ஒரு {IDENTITY_S} ஐயும் இறுதிப்படுத்தக் கூடாது.,negate_neg_nh,-,441,433,1,non-hateful,"hateful', 'nonsensical",undecided
672,hateful,nonsensical,{IDENTITY_S},கிறித்துவர்,Christian,ஒரு கிறித்துவர் ஐயும் இறுதிப்படுத்தக் கூடாது.,ஒரு {IDENTITY_S} ஐயும் இறுதிப்படுத்தக் கூடாது.,negate_neg_nh,-,441,2152,1,non-hateful,"hateful', 'nonsensical",undecided
681,hateful,nonsensical,{IDENTITY_S},மனநலம் பாதிக்கப்பட்ட நபர்,mentally ill,ஒரு மனநலம் பாதிக்கப்பட்ட நபர் ஐயும் இறுதிப்படுத்தக் கூடாது.,ஒரு {IDENTITY_S} ஐயும் இறுதிப்படுத்தக் கூடாது.,negate_neg_nh,-,441,2283,1,non-hateful,"hateful', 'nonsensical",undecided
682,hateful,nonsensical,{IDENTITY_S},மூத்தவர்,seniors,ஒரு மூத்தவர் ஐயும் இறுதிப்படுத்தக் கூடாது.,ஒரு {IDENTITY_S} ஐயும் இறுதிப்படுத்தக் கூடாது.,negate_neg_nh,-,441,182,1,non-hateful,"hateful', 'nonsensical",undecided
683,hateful,hateful,{IDENTITY_P},சீனர்கள்,Chinese,"எனக்கு தெரியும் வரையில, சீனர்கள் மனித குப்பைத்தொகுதி தான்.","எனக்கு தெரியும் வரையில, {IDENTITY_P} மனித குப்பைத்தொகுதி தான்.",phrase_opinion_h,general,469,2009,1,hateful,hateful,hateful
687,hateful,hateful,{IDENTITY_P},இஸ்லாமியர்கள்,Muslim,"எனக்கு தெரியும் வரையில, இஸ்லாமியர்கள் மனித குப்பைத்தொகுதி தான்.","எனக்கு தெரியும் வரையில, {IDENTITY_P} மனித குப்பைத்தொகுதி தான்.",phrase_opinion_h,general,469,1507,1,hateful,hateful,hateful
688,hateful,hateful,{IDENTITY_P},இந்துவர்கள்,Hindu,"எனக்கு தெரியும் வரையில, இந்துவர்கள் மனித குப்பைத்தொகுதி தான்.","எனக்கு தெரியும் வரையில, {IDENTITY_P} மனித குப்பைத்தொகுதி தான்.",phrase_opinion_h,general,469,911,1,hateful,hateful,hateful
689,hateful,hateful,{IDENTITY_P},பௌத்தர்கள்,Buddhist,"எனக்கு தெரியும் வரையில, பௌத்தர்கள் மனித குப்பைத்தொகுதி தான்.","எனக்கு தெரியும் வரையில, {IDENTITY_P} மனித குப்பைத்தொகுதி தான்.",phrase_opinion_h,general,469,2238,1,hateful,hateful,hateful
692,hateful,hateful,{IDENTITY_P},திருநங்கைகள்,Transexual,"எனக்கு தெரியும் வரையில, திருநங்கைகள் மனித குப்பைத்தொகுதி தான்.","எனக்கு தெரியும் வரையில, {IDENTITY_P} மனித குப்பைத்தொகுதி தான்.",phrase_opinion_h,general,469,1370,1,hateful,hateful,hateful
693,hateful,hateful,{IDENTITY_P},பெண்கள்,Women,"எனக்கு தெரியும் வரையில, பெண்கள் மனித குப்பைத்தொகுதி தான்.","எனக்கு தெரியும் வரையில, {IDENTITY_P} மனித குப்பைத்தொகுதி தான்.",phrase_opinion_h,general,469,2503,1,hateful,hateful,hateful
698,hateful,hateful,{IDENTITY_P},சீனர்கள்,Chinese,சீனர்கள் மற்ற மனிதர்களுக்கு போல வாழ்க்கை வாழ தகுதி இல்லை.,{IDENTITY_P} மற்ற மனிதர்களுக்கு போல வாழ்க்கை வாழ தகுதி இல்லை.,negate_pos_h,general,408,608,1,hateful,hateful,hateful
702,hateful,hateful,{IDENTITY_P},இஸ்லாமியர்கள்,Muslim,இஸ்லாமியர்கள் மற்ற மனிதர்களுக்கு போல வாழ்க்கை வாழ தகுதி இல்லை.,{IDENTITY_P} மற்ற மனிதர்களுக்கு போல வாழ்க்கை வாழ தகுதி இல்லை.,negate_pos_h,general,408,1925,1,hateful,hateful,hateful
704,hateful,hateful,{IDENTITY_P},பௌத்தர்கள்,Buddhist,பௌத்தர்கள் மற்ற மனிதர்களுக்கு போல வாழ்க்கை வாழ தகுதி இல்லை.,{IDENTITY_P} மற்ற மனிதர்களுக்கு போல வாழ்க்கை வாழ தகுதி இல்லை.,negate_pos_h,general,408,365,1,hateful,hateful,hateful
705,hateful,hateful,{IDENTITY_P},புலம்பெயர்ந்தவர்கள்,Immigrants,புலம்பெயர்ந்தவர்கள் மற்ற மனிதர்களுக்கு போல வாழ்க்கை வாழ தகுதி இல்லை.,{IDENTITY_P} மற்ற மனிதர்களுக்கு போல வாழ்க்கை வாழ தகுதி இல்லை.,negate_pos_h,general,408,1534,1,hateful,hateful,hateful
712,hateful,hateful,{IDENTITY_A},குடியேறி,Immigrants,குடியேறி வாழ்க்கை சரி அல்லாது என்று நினைக்கும் போது தப்பு எங்கே இருக்கு?,{IDENTITY_A} வாழ்க்கை சரி அல்லாது என்று நினைக்கும் போது தப்பு எங்கே இருக்கு?,phrase_question_h,general,459,629,1,hateful,hateful,hateful
716,hateful,non-hateful,,,,இது ஒரு மிகவும் முட்டாள் உதாரணம் டா.,இது ஒரு மிகவும் முட்டாள் உதாரணம் டா.,profanity_nh,,360,36,1,non-hateful,"hateful', 'non-hateful",undecided
719,hateful,hateful,{IDENTITY_A},முதியவர்,seniors,உங்கள் முதியவர் வாழ்க்கைக்கு எந்த மதிப்பும் இல்லை.,உங்கள் {IDENTITY_A} வாழ்க்கைக்கு எந்த மதிப்பும் இல்லை.,negate_pos_h,,412,24,1,hateful,hateful,hateful
721,hateful,hateful,{IDENTITY_P},மலாய்கார்ர்கள்,Malay,எனக்கு தெரியும் உன்ன மாரி மலாய்கார்ர்கள்னால பொறுத்துக்க முடியாதுனு. நீங்களா வெறும் கூமுட்டைங்கதான்,எனக்கு தெரியும் உன்ன மாரி {IDENTITY_P}னால பொறுத்துக்க முடியாதுனு. நீங்களா வெறும் கூமுட்டைங்கதான்,ref_subs_sent_h,,388,274,1,hateful,hateful,hateful
725,hateful,hateful,{IDENTITY_P},இந்துவர்கள்,Hindu,எனக்கு தெரியும் உன்ன மாரி இந்துவர்கள்னால பொறுத்துக்க முடியாதுனு. நீங்களா வெறும் கூமுட்டைங்கதான்,எனக்கு தெரியும் உன்ன மாரி {IDENTITY_P}னால பொறுத்துக்க முடியாதுனு. நீங்களா வெறும் கூமுட்டைங்கதான்,ref_subs_sent_h,,388,2648,1,hateful,hateful,hateful
726,hateful,hateful,{IDENTITY_P},பௌத்தர்கள்,Buddhist,எனக்கு தெரியும் உன்ன மாரி பௌத்தர்கள்னால பொறுத்துக்க முடியாதுனு. நீங்களா வெறும் கூமுட்டைங்கதான்,எனக்கு தெரியும் உன்ன மாரி {IDENTITY_P}னால பொறுத்துக்க முடியாதுனு. நீங்களா வெறும் கூமுட்டைங்கதான்,ref_subs_sent_h,,388,786,1,hateful,hateful,hateful
733,hateful,hateful,{IDENTITY_P},மூத்தவர்கள்,seniors,எனக்கு தெரியும் உன்ன மாரி மூத்தவர்கள்னால பொறுத்துக்க முடியாதுனு. நீங்களா வெறும் கூமுட்டைங்கதான்,எனக்கு தெரியும் உன்ன மாரி {IDENTITY_P}னால பொறுத்துக்க முடியாதுனு. நீங்களா வெறும் கூமுட்டைங்கதான்,ref_subs_sent_h,,388,1831,1,hateful,hateful,hateful
735,non-hateful,non-hateful,{IDENTITY_P},மலாய்கார்ர்கள்,Malay,மலாய்கார்ர்கள் படுகொலை செய்யப்படும் போது நாம் சும்மா நின்றுகொண்டிருப்போமா?,{IDENTITY_P} படுகொலை செய்யப்படும் போது நாம் சும்மா நின்றுகொண்டிருப்போமா?,negate_neg_nh,-,440,725,1,non-hateful,non-hateful,non-hateful
737,non-hateful,non-hateful,{IDENTITY_P},கிறித்துவர்கள்,Christian,கிறித்துவர்கள் படுகொலை செய்யப்படும் போது நாம் சும்மா நின்றுகொண்டிருப்போமா?,{IDENTITY_P} படுகொலை செய்யப்படும் போது நாம் சும்மா நின்றுகொண்டிருப்போமா?,negate_neg_nh,-,440,443,1,non-hateful,non-hateful,non-hateful
740,non-hateful,non-hateful,{IDENTITY_P},பௌத்தர்கள்,Buddhist,பௌத்தர்கள் படுகொலை செய்யப்படும் போது நாம் சும்மா நின்றுகொண்டிருப்போமா?,{IDENTITY_P} படுகொலை செய்யப்படும் போது நாம் சும்மா நின்றுகொண்டிருப்போமா?,negate_neg_nh,-,440,405,1,non-hateful,non-hateful,non-hateful
741,non-hateful,non-hateful,{IDENTITY_P},புலம்பெயர்ந்தவர்கள்,Immigrants,புலம்பெயர்ந்தவர்கள் படுகொலை செய்யப்படும் போது நாம் சும்மா நின்றுகொண்டிருப்போமா?,{IDENTITY_P} படுகொலை செய்யப்படும் போது நாம் சும்மா நின்றுகொண்டிருப்போமா?,negate_neg_nh,-,440,792,1,non-hateful,non-hateful,non-hateful
745,non-hateful,non-hateful,{IDENTITY_P},உடல் ஊனமுற்றவர்கள்,physically disabled,உடல் ஊனமுற்றவர்கள் படுகொலை செய்யப்படும் போது நாம் சும்மா நின்றுகொண்டிருப்போமா?,{IDENTITY_P} படுகொலை செய்யப்படும் போது நாம் சும்மா நின்றுகொண்டிருப்போமா?,negate_neg_nh,-,440,268,1,non-hateful,non-hateful,non-hateful
747,non-hateful,non-hateful,{IDENTITY_P},மூத்தவர்கள்,seniors,மூத்தவர்கள் படுகொலை செய்யப்படும் போது நாம் சும்மா நின்றுகொண்டிருப்போமா?,{IDENTITY_P} படுகொலை செய்யப்படும் போது நாம் சும்மா நின்றுகொண்டிருப்போமா?,negate_neg_nh,-,440,1226,1,non-hateful,non-hateful,non-hateful
754,hateful,hateful,{IDENTITY_S},பௌத்தன்,Buddhist,உன்ன மாதிரி ஏதோ பௌத்தன் க்கு இந்த பூமியில இடமே இல்ல மா.,உன்ன மாதிரி ஏதோ {IDENTITY_S} க்கு இந்த பூமியில இடமே இல்ல மா.,negate_pos_h,,414,2475,1,hateful,hateful,hateful
756,hateful,hateful,{IDENTITY_S},ஓரினச்சேர்க்கையாளர்,Homosexual,உன்ன மாதிரி ஏதோ ஓரினச்சேர்க்கையாளர் க்கு இந்த பூமியில இடமே இல்ல மா.,உன்ன மாதிரி ஏதோ {IDENTITY_S} க்கு இந்த பூமியில இடமே இல்ல மா.,negate_pos_h,,414,323,1,hateful,hateful,hateful
760,hateful,hateful,{IDENTITY_S},மனநலம் பாதிக்கப்பட்ட நபர்,mentally ill,உன்ன மாதிரி ஏதோ மனநலம் பாதிக்கப்பட்ட நபர் க்கு இந்த பூமியில இடமே இல்ல மா.,உன்ன மாதிரி ஏதோ {IDENTITY_S} க்கு இந்த பூமியில இடமே இல்ல மா.,negate_pos_h,,414,892,1,hateful,hateful,hateful
763,hateful,hateful,{IDENTITY_S},மலாய்,Malay,மலாய் எந்த ஒரு ஆளும் சமுதாயத்திற்கு முக்கியமான உறுப்பினராக ஆக முடியாது.,{IDENTITY_S} எந்த ஒரு ஆளும் சமுதாயத்திற்கு முக்கியமான உறுப்பினராக ஆக முடியாது.,negate_pos_h,,415,1390,1,hateful,hateful,hateful
768,hateful,hateful,{IDENTITY_S},பௌத்தன்,Buddhist,பௌத்தன் எந்த ஒரு ஆளும் சமுதாயத்திற்கு முக்கியமான உறுப்பினராக ஆக முடியாது.,{IDENTITY_S} எந்த ஒரு ஆளும் சமுதாயத்திற்கு முக்கியமான உறுப்பினராக ஆக முடியாது.,negate_pos_h,,415,2410,1,hateful,hateful,hateful
771,hateful,hateful,{IDENTITY_S},திருநங்கை,Transexual,திருநங்கை எந்த ஒரு ஆளும் சமுதாயத்திற்கு முக்கியமான உறுப்பினராக ஆக முடியாது.,{IDENTITY_S} எந்த ஒரு ஆளும் சமுதாயத்திற்கு முக்கியமான உறுப்பினராக ஆக முடியாது.,negate_pos_h,,415,1912,1,hateful,hateful,hateful
772,hateful,hateful,{IDENTITY_S},பெண்,Women,பெண் எந்த ஒரு ஆளும் சமுதாயத்திற்கு முக்கியமான உறுப்பினராக ஆக முடியாது.,{IDENTITY_S} எந்த ஒரு ஆளும் சமுதாயத்திற்கு முக்கியமான உறுப்பினராக ஆக முடியாது.,negate_pos_h,,415,1516,1,hateful,hateful,hateful
776,hateful,non-hateful,,,,அவங்க வரும் முட்டாள்தனமெல்லாம் யாரு நம்புறாங்க?,அவங்க வரும் முட்டாள்தனமெல்லாம் யாரு நம்புறாங்க?,profanity_nh,,320,289,1,non-hateful,"hateful', 'non-hateful",undecided
786,hateful,non-hateful,{IDENTITY_P},ஓரினச்சேர்க்கையாளர்கள்,Homosexual,"நான் ஓரினச்சேர்க்கையாளர்கள் கூட சேர்ந்து பழக முயற்சிக்கிறேன் பா, ஆனாலும் அவங்க என்ன பாத்து வெறுக்கிறாங்க.","நான் {IDENTITY_P} கூட சேர்ந்து பழக முயற்சிக்கிறேன் பா, ஆனாலும் அவங்க என்ன பாத்து வெறுக்கிறாங்க.",ref_subs_clause_h,,366,2829,1,hateful,"hateful', 'non-hateful",undecided
790,hateful,non-hateful,{IDENTITY_P},மனநலம் பாதிக்கப்பட்ட நபர்கள்,mentally ill,"நான் மனநலம் பாதிக்கப்பட்ட நபர்கள் கூட சேர்ந்து பழக முயற்சிக்கிறேன் பா, ஆனாலும் அவங்க என்ன பாத்து வெறுக்கிறாங்க.","நான் {IDENTITY_P} கூட சேர்ந்து பழக முயற்சிக்கிறேன் பா, ஆனாலும் அவங்க என்ன பாத்து வெறுக்கிறாங்க.",ref_subs_clause_h,,366,1269,1,hateful,"hateful', 'non-hateful",undecided
795,hateful,hateful,{IDENTITY_P},இந்தியர்கள்,Indians,தெளிவாக இந்தியர்கள் நம்முடைய சமமில்லை.,தெளிவாக {IDENTITY_P} நம்முடைய சமமில்லை.,negate_pos_h,,407,1625,1,hateful,hateful,hateful
802,hateful,hateful,{IDENTITY_P},திருநங்கைகள்,Transexual,தெளிவாக திருநங்கைகள் நம்முடைய சமமில்லை.,தெளிவாக {IDENTITY_P} நம்முடைய சமமில்லை.,negate_pos_h,,407,848,1,hateful,hateful,hateful
806,hateful,hateful,{IDENTITY_P},மூத்தவர்கள்,seniors,தெளிவாக மூத்தவர்கள் நம்முடைய சமமில்லை.,தெளிவாக {IDENTITY_P} நம்முடைய சமமில்லை.,negate_pos_h,,407,2201,1,hateful,hateful,hateful
807,hateful,hateful,{IDENTITY_A},குடியேறி,Immigrants,குடியேறி உயிருக்கு மதிப்பே இல்லப்பே.,{IDENTITY_A} உயிருக்கு மதிப்பே இல்லப்பே.,negate_pos_h,general,413,610,1,hateful,hateful,hateful
808,hateful,hateful,{IDENTITY_A},மனவளர்ச்சி குன்றியவர்,mentally ill,மனவளர்ச்சி குன்றியவர் உயிருக்கு மதிப்பே இல்லப்பே.,{IDENTITY_A} உயிருக்கு மதிப்பே இல்லப்பே.,negate_pos_h,general,413,190,1,hateful,hateful,hateful
812,hateful,hateful,{IDENTITY_S},இந்தியன்,Indians,இந்தியன் உயிரை காப்பாற்ற நான் ஒரு விரல் கூட தூக்கல!,{IDENTITY_S} உயிரை காப்பாற்ற நான் ஒரு விரல் கூட தூக்கல!,negate_pos_h,general,419,965,1,hateful,hateful,hateful
815,hateful,non-hateful,{IDENTITY_S},இந்து,Hindu,இந்து உயிரை காப்பாற்ற நான் ஒரு விரல் கூட தூக்கல!,{IDENTITY_S} உயிரை காப்பாற்ற நான் ஒரு விரல் கூட தூக்கல!,negate_pos_h,general,419,640,1,hateful,"hateful', 'non-hateful",undecided
820,hateful,hateful,{IDENTITY_S},பெண்,Women,பெண் உயிரை காப்பாற்ற நான் ஒரு விரல் கூட தூக்கல!,{IDENTITY_S} உயிரை காப்பாற்ற நான் ஒரு விரல் கூட தூக்கல!,negate_pos_h,general,419,176,1,hateful,hateful,hateful
831,hateful,hateful,{IDENTITY_S},புலம்பெயர்ந்தவர்,Immigrants,"நீ புலம்பெயர்ந்தவர் ஆ இருந்தா, நீ ஒரு முட்டாளனாக இருக்கலாம் சொல்லி இருக்கேன்.","நீ {IDENTITY_S} ஆ இருந்தா, நீ ஒரு முட்டாளனாக இருக்கலாம் சொல்லி இருக்கேன்.",ref_subs_clause_h,,367,1025,1,hateful,hateful,hateful
834,hateful,hateful,{IDENTITY_S},பெண்,Women,"நீ பெண் ஆ இருந்தா, நீ ஒரு முட்டாளனாக இருக்கலாம் சொல்லி இருக்கேன்.","நீ {IDENTITY_S} ஆ இருந்தா, நீ ஒரு முட்டாளனாக இருக்கலாம் சொல்லி இருக்கேன்.",ref_subs_clause_h,,367,2596,1,hateful,hateful,hateful
841,hateful,hateful,{IDENTITY_P},மலாய்கார்ர்கள்,Malay,மலாய்கார்ர்கள் அருவருப்பானது நிஜமாவே மக்களுக்கு புரியல இல்லயா?,{IDENTITY_P} அருவருப்பானது நிஜமாவே மக்களுக்கு புரியல இல்லயா?,phrase_question_h,general,445,353,1,hateful,hateful,hateful
842,hateful,hateful,{IDENTITY_P},இந்தியர்கள்,Indians,இந்தியர்கள் அருவருப்பானது நிஜமாவே மக்களுக்கு புரியல இல்லயா?,{IDENTITY_P} அருவருப்பானது நிஜமாவே மக்களுக்கு புரியல இல்லயா?,phrase_question_h,general,445,2802,1,hateful,hateful,hateful
845,hateful,hateful,{IDENTITY_P},இந்துவர்கள்,Hindu,இந்துவர்கள் அருவருப்பானது நிஜமாவே மக்களுக்கு புரியல இல்லயா?,{IDENTITY_P} அருவருப்பானது நிஜமாவே மக்களுக்கு புரியல இல்லயா?,phrase_question_h,general,445,185,1,hateful,hateful,hateful
846,hateful,hateful,{IDENTITY_P},பௌத்தர்கள்,Buddhist,பௌத்தர்கள் அருவருப்பானது நிஜமாவே மக்களுக்கு புரியல இல்லயா?,{IDENTITY_P} அருவருப்பானது நிஜமாவே மக்களுக்கு புரியல இல்லயா?,phrase_question_h,general,445,1419,1,hateful,hateful,hateful
847,hateful,hateful,{IDENTITY_P},புலம்பெயர்ந்தவர்கள்,Immigrants,புலம்பெயர்ந்தவர்கள் அருவருப்பானது நிஜமாவே மக்களுக்கு புரியல இல்லயா?,{IDENTITY_P} அருவருப்பானது நிஜமாவே மக்களுக்கு புரியல இல்லயா?,phrase_question_h,general,445,2433,1,hateful,hateful,hateful
848,hateful,hateful,{IDENTITY_P},ஓரினச்சேர்க்கையாளர்கள்,Homosexual,ஓரினச்சேர்க்கையாளர்கள் அருவருப்பானது நிஜமாவே மக்களுக்கு புரியல இல்லயா?,{IDENTITY_P} அருவருப்பானது நிஜமாவே மக்களுக்கு புரியல இல்லயா?,phrase_question_h,general,445,1685,1,hateful,hateful,hateful
852,hateful,hateful,{IDENTITY_P},மனநலம் பாதிக்கப்பட்ட நபர்கள்,mentally ill,மனநலம் பாதிக்கப்பட்ட நபர்கள் அருவருப்பானது நிஜமாவே மக்களுக்கு புரியல இல்லயா?,{IDENTITY_P} அருவருப்பானது நிஜமாவே மக்களுக்கு புரியல இல்லயா?,phrase_question_h,general,445,1411,1,hateful,hateful,hateful
857,hateful,hateful,{IDENTITY_P},கிறித்துவர்கள்,Christian,கிறித்துவர்கள் இந்த பூமியில் இருக்க வேண்டியதில்லை.,{IDENTITY_P} இந்த பூமியில் இருக்க வேண்டியதில்லை.,negate_pos_h,general,421,2572,1,hateful,hateful,hateful
858,hateful,hateful,{IDENTITY_P},இஸ்லாமியர்கள்,Muslim,இஸ்லாமியர்கள் இந்த பூமியில் இருக்க வேண்டியதில்லை.,{IDENTITY_P} இந்த பூமியில் இருக்க வேண்டியதில்லை.,negate_pos_h,general,421,975,1,hateful,hateful,hateful
